Filebench Version 1.5-alpha3
0.000: Allocated 2393MB of shared memory
2.290: Populating and pre-allocating filesets
2.290: logfiles populated: 1 files, avg. dir. width = 20, avg. dir. depth = 0.0, 0 leafdirs, 0.016MB total size
2.290: Removing logfiles tree (if exists)
2.293: Pre-allocating directories in logfiles tree
2.293: Pre-allocating files in logfiles tree
3.358: bigfileset populated: 1250000 files, avg. dir. width = 20, avg. dir. depth = 4.7, 0 leafdirs, 19531.250MB total size
3.358: Removing bigfileset tree (if exists)
3.360: Pre-allocating directories in bigfileset tree
8.616: Pre-allocating files in bigfileset tree
299.459: Waiting for pre-allocation to finish (in case of a parallel pre-allocation)
299.459: Population and pre-allocation of filesets completed
304.438: Attempting to create fileset more than once, ignoring
304.443: Starting 1 webserver instances
305.529: Running...
315.751: Per-Operation Breakdown
finish               1324ops      132ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
appendlog            1474ops      147ops/s   1.1mb/s    316.6ms/op [0.55ms - 1349.04ms]
closefile10          1376ops      138ops/s   0.0mb/s      2.0ms/op [0.03ms - 94.11ms]
readfile10           1377ops      138ops/s   2.2mb/s      6.3ms/op [0.97ms - 233.77ms]
openfile10           1383ops      138ops/s   0.0mb/s     25.5ms/op [0.55ms - 390.71ms]
closefile9           1383ops      138ops/s   0.0mb/s      2.1ms/op [0.04ms - 28.34ms]
readfile9            1386ops      139ops/s   2.2mb/s      6.6ms/op [0.64ms - 219.09ms]
openfile9            1388ops      139ops/s   0.0mb/s     25.7ms/op [0.49ms - 391.55ms]
closefile8           1388ops      139ops/s   0.0mb/s      2.1ms/op [0.04ms - 70.76ms]
readfile8            1388ops      139ops/s   2.2mb/s      6.4ms/op [0.67ms - 192.97ms]
openfile8            1393ops      139ops/s   0.0mb/s     27.5ms/op [0.61ms - 424.11ms]
closefile7           1393ops      139ops/s   0.0mb/s      2.0ms/op [0.04ms - 69.27ms]
readfile7            1393ops      139ops/s   2.2mb/s      6.7ms/op [0.95ms - 231.65ms]
openfile7            1395ops      139ops/s   0.0mb/s     26.5ms/op [0.56ms - 428.27ms]
closefile6           1395ops      139ops/s   0.0mb/s      2.1ms/op [0.05ms - 70.72ms]
readfile6            1397ops      140ops/s   2.2mb/s      6.6ms/op [1.02ms - 226.49ms]
openfile6            1401ops      140ops/s   0.0mb/s     26.2ms/op [0.73ms - 430.16ms]
closefile5           1402ops      140ops/s   0.0mb/s      2.0ms/op [0.02ms - 86.90ms]
readfile5            1402ops      140ops/s   2.2mb/s      6.1ms/op [0.95ms - 89.86ms]
openfile5            1405ops      140ops/s   0.0mb/s     26.4ms/op [1.05ms - 434.94ms]
closefile4           1405ops      140ops/s   0.0mb/s      2.0ms/op [0.03ms - 47.71ms]
readfile4            1406ops      141ops/s   2.2mb/s      6.4ms/op [0.62ms - 209.21ms]
openfile4            1409ops      141ops/s   0.0mb/s     27.0ms/op [0.62ms - 411.42ms]
closefile3           1410ops      141ops/s   0.0mb/s      2.2ms/op [0.04ms - 79.40ms]
readfile3            1410ops      141ops/s   2.2mb/s      7.0ms/op [0.63ms - 212.80ms]
openfile3            1412ops      141ops/s   0.0mb/s     27.7ms/op [1.55ms - 402.58ms]
closefile2           1414ops      141ops/s   0.0mb/s      2.3ms/op [0.04ms - 70.73ms]
readfile2            1415ops      141ops/s   2.2mb/s      7.6ms/op [0.63ms - 174.10ms]
openfile2            1418ops      142ops/s   0.0mb/s     29.2ms/op [0.61ms - 406.38ms]
closefile1           1418ops      142ops/s   0.0mb/s      2.2ms/op [0.03ms - 51.47ms]
readfile1            1420ops      142ops/s   2.2mb/s      6.7ms/op [0.88ms - 230.37ms]
openfile1            1423ops      142ops/s   0.0mb/s     29.0ms/op [0.53ms - 409.76ms]
315.751: IO Summary: 43479 ops 4347.385 ops/s 1399/147 rd/wr  23.0mb/s  62.6ms/op
325.968: Per-Operation Breakdown
finish               1532ops      153ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
appendlog            1523ops      152ops/s   1.2mb/s    288.0ms/op [0.54ms - 843.94ms]
closefile10          1527ops      153ops/s   0.0mb/s      1.8ms/op [0.03ms - 70.55ms]
readfile10           1528ops      153ops/s   2.4mb/s      5.8ms/op [0.60ms - 143.11ms]
openfile10           1531ops      153ops/s   0.0mb/s     24.0ms/op [0.68ms - 233.07ms]
closefile9           1531ops      153ops/s   0.0mb/s      1.7ms/op [0.03ms - 70.96ms]
readfile9            1528ops      153ops/s   2.4mb/s      5.4ms/op [0.54ms - 123.91ms]
openfile9            1528ops      153ops/s   0.0mb/s     23.6ms/op [0.56ms - 220.26ms]
closefile8           1528ops      153ops/s   0.0mb/s      1.8ms/op [0.04ms - 29.30ms]
readfile8            1529ops      153ops/s   2.4mb/s      5.5ms/op [1.01ms - 120.84ms]
openfile8            1525ops      152ops/s   0.0mb/s     24.5ms/op [0.53ms - 232.81ms]
closefile7           1525ops      152ops/s   0.0mb/s      1.8ms/op [0.03ms - 48.20ms]
readfile7            1526ops      153ops/s   2.4mb/s      5.4ms/op [1.00ms - 193.43ms]
openfile7            1531ops      153ops/s   0.0mb/s     24.6ms/op [0.57ms - 233.50ms]
closefile6           1531ops      153ops/s   0.0mb/s      1.7ms/op [0.02ms - 11.49ms]
readfile6            1530ops      153ops/s   2.4mb/s      5.5ms/op [0.64ms - 166.37ms]
openfile6            1531ops      153ops/s   0.0mb/s     24.4ms/op [0.67ms - 232.61ms]
closefile5           1531ops      153ops/s   0.0mb/s      1.8ms/op [0.03ms - 94.25ms]
readfile5            1532ops      153ops/s   2.4mb/s      5.7ms/op [1.06ms - 147.15ms]
openfile5            1533ops      153ops/s   0.0mb/s     23.8ms/op [0.54ms - 206.38ms]
closefile4           1533ops      153ops/s   0.0mb/s      1.8ms/op [0.04ms - 94.28ms]
readfile4            1533ops      153ops/s   2.4mb/s      5.6ms/op [0.58ms - 166.46ms]
openfile4            1534ops      153ops/s   0.0mb/s     24.6ms/op [0.59ms - 233.86ms]
closefile3           1534ops      153ops/s   0.0mb/s      1.8ms/op [0.04ms - 115.47ms]
readfile3            1534ops      153ops/s   2.4mb/s      5.5ms/op [0.55ms - 170.42ms]
openfile3            1535ops      153ops/s   0.0mb/s     24.4ms/op [1.01ms - 228.51ms]
closefile2           1535ops      153ops/s   0.0mb/s      1.8ms/op [0.03ms - 99.38ms]
readfile2            1535ops      153ops/s   2.4mb/s      5.6ms/op [0.69ms - 189.23ms]
openfile2            1533ops      153ops/s   0.0mb/s     23.1ms/op [0.48ms - 205.95ms]
closefile1           1534ops      153ops/s   0.0mb/s      1.8ms/op [0.03ms - 108.10ms]
readfile1            1533ops      153ops/s   2.4mb/s      5.3ms/op [0.61ms - 112.83ms]
openfile1            1532ops      153ops/s   0.0mb/s     24.6ms/op [0.54ms - 232.22ms]
325.968: IO Summary: 47453 ops 4744.729 ops/s 1531/152 rd/wr  25.1mb/s  54.7ms/op
336.185: Per-Operation Breakdown
finish               1396ops      140ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
appendlog            1386ops      139ops/s   1.1mb/s    322.0ms/op [1.44ms - 1781.97ms]
closefile10          1387ops      139ops/s   0.0mb/s      1.8ms/op [0.14ms - 99.28ms]
readfile10           1387ops      139ops/s   2.2mb/s      6.2ms/op [0.64ms - 436.98ms]
openfile10           1386ops      139ops/s   0.0mb/s     25.7ms/op [0.61ms - 1191.77ms]
closefile9           1386ops      139ops/s   0.0mb/s      2.1ms/op [0.04ms - 418.75ms]
readfile9            1388ops      139ops/s   2.2mb/s      5.9ms/op [0.64ms - 459.21ms]
openfile9            1388ops      139ops/s   0.0mb/s     27.3ms/op [0.59ms - 1195.02ms]
closefile8           1388ops      139ops/s   0.0mb/s      1.8ms/op [0.03ms - 84.36ms]
readfile8            1389ops      139ops/s   2.2mb/s      5.8ms/op [0.68ms - 450.31ms]
openfile8            1392ops      139ops/s   0.0mb/s     24.9ms/op [1.02ms - 1203.68ms]
closefile7           1393ops      139ops/s   0.0mb/s      2.0ms/op [0.05ms - 370.11ms]
readfile7            1392ops      139ops/s   2.2mb/s      5.6ms/op [0.70ms - 210.09ms]
openfile7            1393ops      139ops/s   0.0mb/s     25.4ms/op [0.82ms - 1202.95ms]
closefile6           1393ops      139ops/s   0.0mb/s      1.7ms/op [0.02ms - 28.75ms]
readfile6            1392ops      139ops/s   2.2mb/s      5.6ms/op [1.07ms - 196.75ms]
openfile6            1390ops      139ops/s   0.0mb/s     26.9ms/op [0.58ms - 1199.92ms]
closefile5           1392ops      139ops/s   0.0mb/s      1.8ms/op [0.13ms - 48.43ms]
readfile5            1393ops      139ops/s   2.2mb/s      5.6ms/op [1.05ms - 218.13ms]
openfile5            1393ops      139ops/s   0.0mb/s     27.7ms/op [1.08ms - 1196.84ms]
closefile4           1393ops      139ops/s   0.0mb/s      1.9ms/op [0.12ms - 74.57ms]
readfile4            1392ops      139ops/s   2.2mb/s      5.5ms/op [1.08ms - 136.45ms]
openfile4            1392ops      139ops/s   0.0mb/s     25.8ms/op [1.12ms - 1189.57ms]
closefile3           1392ops      139ops/s   0.0mb/s      1.9ms/op [0.04ms - 126.80ms]
readfile3            1392ops      139ops/s   2.2mb/s      6.1ms/op [1.05ms - 325.32ms]
openfile3            1394ops      139ops/s   0.0mb/s     27.1ms/op [0.71ms - 1202.97ms]
closefile2           1392ops      139ops/s   0.0mb/s      2.0ms/op [0.03ms - 345.85ms]
readfile2            1392ops      139ops/s   2.2mb/s      6.8ms/op [1.07ms - 485.58ms]
openfile2            1395ops      139ops/s   0.0mb/s     27.2ms/op [0.67ms - 1198.33ms]
closefile1           1396ops      140ops/s   0.0mb/s      1.7ms/op [0.03ms - 30.80ms]
readfile1            1397ops      140ops/s   2.2mb/s      6.0ms/op [1.01ms - 475.29ms]
openfile1            1396ops      140ops/s   0.0mb/s     25.6ms/op [0.52ms - 1063.95ms]
336.185: IO Summary: 43131 ops 4312.531 ops/s 1391/139 rd/wr  22.8mb/s  60.2ms/op
346.405: Per-Operation Breakdown
finish               1518ops      152ops/s   0.0mb/s      0.0ms/op [0.00ms -  0.00ms]
appendlog            1535ops      153ops/s   1.2mb/s    300.4ms/op [1.01ms - 985.34ms]
closefile10          1539ops      154ops/s   0.0mb/s      1.9ms/op [0.01ms - 104.93ms]
readfile10           1538ops      154ops/s   2.4mb/s      5.2ms/op [0.98ms - 108.59ms]
openfile10           1533ops      153ops/s   0.0mb/s     22.3ms/op [0.51ms - 267.08ms]
closefile9           1533ops      153ops/s   0.0mb/s      1.7ms/op [0.04ms - 63.41ms]
readfile9            1532ops      153ops/s   2.4mb/s      5.4ms/op [0.60ms - 145.66ms]
openfile9            1534ops      153ops/s   0.0mb/s     23.1ms/op [0.55ms - 439.00ms]
closefile8           1535ops      153ops/s   0.0mb/s      1.7ms/op [0.03ms - 63.42ms]
readfile8            1534ops      153ops/s   2.4mb/s      5.3ms/op [0.65ms - 89.61ms]
openfile8            1534ops      153ops/s   0.0mb/s     23.2ms/op [0.54ms - 436.48ms]
closefile7           1534ops      153ops/s   0.0mb/s      1.7ms/op [0.02ms - 43.72ms]
readfile7            1535ops      153ops/s   2.4mb/s      5.6ms/op [0.59ms - 135.03ms]
openfile7            1529ops      153ops/s   0.0mb/s     23.3ms/op [0.69ms - 458.33ms]
closefile6           1529ops      153ops/s   0.0mb/s      1.7ms/op [0.06ms - 46.63ms]
readfile6            1529ops      153ops/s   2.4mb/s      5.3ms/op [0.60ms - 121.38ms]
openfile6            1525ops      152ops/s   0.0mb/s     24.5ms/op [0.65ms - 456.84ms]
closefile5           1523ops      152ops/s   0.0mb/s      1.7ms/op [0.05ms - 84.08ms]
readfile5            1522ops      152ops/s   2.4mb/s      5.4ms/op [1.03ms - 135.13ms]
openfile5            1522ops      152ops/s   0.0mb/s     23.2ms/op [0.67ms - 453.90ms]
closefile4           1522ops      152ops/s   0.0mb/s      1.8ms/op [0.03ms - 104.38ms]
readfile4            1524ops      152ops/s   2.4mb/s      5.5ms/op [0.66ms - 163.34ms]
openfile4            1520ops      152ops/s   0.0mb/s     23.0ms/op [0.61ms - 448.44ms]
closefile3           1520ops      152ops/s   0.0mb/s      1.7ms/op [0.03ms - 46.13ms]
readfile3            1521ops      152ops/s   2.4mb/s      5.5ms/op [0.98ms - 195.44ms]
openfile3            1519ops      152ops/s   0.0mb/s     22.5ms/op [0.59ms - 450.06ms]
